SED_NAME16	DwellingStructure	InternetAccessedFromDwelling	occupied_private_dwellings
Springwood			5
Springwood		1	17
Springwood	(Other)		5
Springwood	(Other)	0	39
Springwood	(Other)	1	57
Springwood	Flat/apartment		18
Springwood	Flat/apartment	0	130
Springwood	Flat/apartment	1	394
Springwood	Semi-detached, row/terrace house, townhouse etc.		34
Springwood	Semi-detached, row/terrace house, townhouse etc.	0	241
Springwood	Semi-detached, row/terrace house, townhouse etc.	1	1381
Springwood	Separate house		263
Springwood	Separate house	0	823
Springwood	Separate house	1	13367
Stafford			47
Stafford		0	3
Stafford		1	43
Stafford	(Other)	1	7
Stafford	Flat/apartment		108
Stafford	Flat/apartment	0	684
Stafford	Flat/apartment	1	3616
Stafford	Semi-detached, row/terrace house, townhouse etc.		90
Stafford	Semi-detached, row/terrace house, townhouse etc.	0	272
Stafford	Semi-detached, row/terrace house, townhouse etc.	1	1487
Stafford	Separate house		252
Stafford	Separate house	0	1150
Stafford	Separate house	1	10621
Stretton			69
Stretton		0	16
Stretton		1	23
Stretton	(Other)		8
Stretton	(Other)	0	32
Stretton	(Other)	1	44
Stretton	Flat/apartment		6
Stretton	Flat/apartment	0	30
Stretton	Flat/apartment	1	71
Stretton	Semi-detached, row/terrace house, townhouse etc.		110
Stretton	Semi-detached, row/terrace house, townhouse etc.	0	293
Stretton	Semi-detached, row/terrace house, townhouse etc.	1	3290
Stretton	Separate house		262
Stretton	Separate house	0	767
Stretton	Separate house	1	13003
Sunnybank			27
Sunnybank		0	22
Sunnybank		1	66
Sunnybank	(Other)	0	10
Sunnybank	(Other)	1	13
Sunnybank	Flat/apartment		26
Sunnybank	Flat/apartment	0	126
Sunnybank	Flat/apartment	1	332
Sunnybank	Semi-detached, row/terrace house, townhouse etc.		283
Sunnybank	Semi-detached, row/terrace house, townhouse etc.	0	338
Sunnybank	Semi-detached, row/terrace house, townhouse etc.	1	2457
Sunnybank	Separate house		414
Sunnybank	Separate house	0	1533
Sunnybank	Separate house	1	12072
Surfers Paradise			19
Surfers Paradise		0	16
Surfers Paradise		1	114
Surfers Paradise	(Other)		6
Surfers Paradise	(Other)	0	4
Surfers Paradise	(Other)	1	64
Surfers Paradise	Flat/apartment		391
Surfers Paradise	Flat/apartment	0	1867
Surfers Paradise	Flat/apartment	1	9512
Surfers Paradise	Semi-detached, row/terrace house, townhouse etc.		76
Surfers Paradise	Semi-detached, row/terrace house, townhouse etc.	0	342
Surfers Paradise	Semi-detached, row/terrace house, townhouse etc.	1	2525
Surfers Paradise	Separate house		178
Surfers Paradise	Separate house	0	517
Surfers Paradise	Separate house	1	6888
Thuringowa			13
Thuringowa		0	8
Thuringowa		1	17
Thuringowa	(Other)		3
Thuringowa	(Other)	0	23
Thuringowa	(Other)	1	52
Thuringowa	Flat/apartment		7
Thuringowa	Flat/apartment	0	44
Thuringowa	Flat/apartment	1	115
Thuringowa	Semi-detached, row/terrace house, townhouse etc.		49
Thuringowa	Semi-detached, row/terrace house, townhouse etc.	0	182
Thuringowa	Semi-detached, row/terrace house, townhouse etc.	1	574
Thuringowa	Separate house		359
Thuringowa	Separate house	0	1876
Thuringowa	Separate house	1	14126
Toowoomba North			7
Toowoomba North		0	21
Toowoomba North		1	76
Toowoomba North	(Other)		3
Toowoomba North	(Other)	0	8
Toowoomba North	(Other)	1	23
Toowoomba North	Flat/apartment		36
Toowoomba North	Flat/apartment	0	419
Toowoomba North	Flat/apartment	1	756
Toowoomba North	Semi-detached, row/terrace house, townhouse etc.		106
Toowoomba North	Semi-detached, row/terrace house, townhouse etc.	0	731
Toowoomba North	Semi-detached, row/terrace house, townhouse etc.	1	1813
Toowoomba North	Separate house		333
Toowoomba North	Separate house	0	2225
Toowoomba North	Separate house	1	12527
Toowoomba South			94
Toowoomba South		0	10
Toowoomba South		1	50
Toowoomba South	(Other)		5
Toowoomba South	(Other)	0	34
Toowoomba South	(Other)	1	83
Toowoomba South	Flat/apartment		48
Toowoomba South	Flat/apartment	0	334
Toowoomba South	Flat/apartment	1	709
Toowoomba South	Semi-detached, row/terrace house, townhouse etc.		124
Toowoomba South	Semi-detached, row/terrace house, townhouse etc.	0	1047
Toowoomba South	Semi-detached, row/terrace house, townhouse etc.	1	2305
Toowoomba South	Separate house		277
Toowoomba South	Separate house	0	1860
Toowoomba South	Separate house	1	12467
Townsville			31
Townsville		0	17
Townsville		1	84
Townsville	(Other)		7
Townsville	(Other)	0	81
Townsville	(Other)	1	160
Townsville	Flat/apartment		140
Townsville	Flat/apartment	0	653
Townsville	Flat/apartment	1	2872
Townsville	Semi-detached, row/terrace house, townhouse etc.		130
Townsville	Semi-detached, row/terrace house, townhouse etc.	0	1081
Townsville	Semi-detached, row/terrace house, townhouse etc.	1	2526
Townsville	Separate house		250
Townsville	Separate house	0	1573
Townsville	Separate house	1	9784
Warrego			14
Warrego		0	39
Warrego		1	86
Warrego	(Other)		40
Warrego	(Other)	0	58
Warrego	(Other)	1	127
Warrego	Flat/apartment		19
Warrego	Flat/apartment	0	107
Warrego	Flat/apartment	1	224
Warrego	Semi-detached, row/terrace house, townhouse etc.		32
Warrego	Semi-detached, row/terrace house, townhouse etc.	0	184
Warrego	Semi-detached, row/terrace house, townhouse etc.	1	257
Warrego	Separate house		408
Warrego	Separate house	0	3117
Warrego	Separate house	1	9615
Waterford			12
Waterford		0	11
Waterford		1	54
Waterford	(Other)		8
Waterford	(Other)	0	32
Waterford	(Other)	1	34
Waterford	Flat/apartment		81
Waterford	Flat/apartment	0	380
Waterford	Flat/apartment	1	546
Waterford	Semi-detached, row/terrace house, townhouse etc.		130
Waterford	Semi-detached, row/terrace house, townhouse etc.	0	695
Waterford	Semi-detached, row/terrace house, townhouse etc.	1	2008
Waterford	Separate house		445
Waterford	Separate house	0	2217
Waterford	Separate house	1	14832
Whitsunday			65
Whitsunday		0	41
Whitsunday		1	160
Whitsunday	(Other)		39
Whitsunday	(Other)	0	64
Whitsunday	(Other)	1	201
Whitsunday	Flat/apartment		73
Whitsunday	Flat/apartment	0	234
Whitsunday	Flat/apartment	1	664
Whitsunday	Semi-detached, row/terrace house, townhouse etc.		48
Whitsunday	Semi-detached, row/terrace house, townhouse etc.	0	273
Whitsunday	Semi-detached, row/terrace house, townhouse etc.	1	918
Whitsunday	Separate house		437
Whitsunday	Separate house	0	1913
Whitsunday	Separate house	1	14661
Woodridge			12
Woodridge		0	40
Woodridge		1	42
Woodridge	(Other)		9
Woodridge	(Other)	0	33
Woodridge	(Other)	1	75
Woodridge	Flat/apartment		53
Woodridge	Flat/apartment	0	300
Woodridge	Flat/apartment	1	377
Woodridge	Semi-detached, row/terrace house, townhouse etc.		138
Woodridge	Semi-detached, row/terrace house, townhouse etc.	0	777
Woodridge	Semi-detached, row/terrace house, townhouse etc.	1	2250
Woodridge	Separate house		470
Woodridge	Separate house	0	2211
Woodridge	Separate house	1	12378
Yeerongpilly			10
Yeerongpilly		0	6
Yeerongpilly		1	56
Yeerongpilly	(Other)	0	3
Yeerongpilly	(Other)	1	11
Yeerongpilly	Flat/apartment		128
Yeerongpilly	Flat/apartment	0	754
Yeerongpilly	Flat/apartment	1	3241
Yeerongpilly	Semi-detached, row/terrace house, townhouse etc.		52
Yeerongpilly	Semi-detached, row/terrace house, townhouse etc.	0	182
Yeerongpilly	Semi-detached, row/terrace house, townhouse etc.	1	1905
Yeerongpilly	Separate house		262
Yeerongpilly	Separate house	0	1055
Yeerongpilly	Separate house	1	11164
Adelaide			38
Adelaide		0	6
Adelaide		1	73
Adelaide	(Other)		10
Adelaide	(Other)	0	9
Adelaide	(Other)	1	78
Adelaide	Flat/apartment		170
Adelaide	Flat/apartment	0	705
Adelaide	Flat/apartment	1	4616
Adelaide	Semi-detached, row/terrace house, townhouse etc.		141
Adelaide	Semi-detached, row/terrace house, townhouse etc.	0	570
Adelaide	Semi-detached, row/terrace house, townhouse etc.	1	3835
Adelaide	Separate house		84
Adelaide	Separate house	0	554
Adelaide	Separate house	1	5283
Ashford			5
Ashford		1	33
Ashford	(Other)	1	15
Ashford	Flat/apartment		71
Ashford	Flat/apartment	0	578
Ashford	Flat/apartment	1	2205
Ashford	Semi-detached, row/terrace house, townhouse etc.		77
Ashford	Semi-detached, row/terrace house, townhouse etc.	0	553
Ashford	Semi-detached, row/terrace house, townhouse etc.	1	1986
Ashford	Separate house		149
Ashford	Separate house	0	931
Ashford	Separate house	1	7437
Bragg		0	3
Bragg		1	21
Bragg	(Other)	1	8
Bragg	Flat/apartment		19
Bragg	Flat/apartment	0	125
Bragg	Flat/apartment	1	396
Bragg	Semi-detached, row/terrace house, townhouse etc.		61
Bragg	Semi-detached, row/terrace house, townhouse etc.	0	374
Bragg	Semi-detached, row/terrace house, townhouse etc.	1	2160
Bragg	Separate house		112
Bragg	Separate house	0	645
Bragg	Separate house	1	8543
Bright			4
Bright		0	9
Bright		1	31
Bright	(Other)	0	6
Bright	(Other)	1	8
Bright	Flat/apartment		30
Bright	Flat/apartment	0	211
Bright	Flat/apartment	1	405
Bright	Semi-detached, row/terrace house, townhouse etc.		55
Bright	Semi-detached, row/terrace house, townhouse etc.	0	446
Bright	Semi-detached, row/terrace house, townhouse etc.	1	1491
Bright	Separate house		157
Bright	Separate house	0	940
Bright	Separate house	1	9030
Chaffey			14
Chaffey		0	17
Chaffey		1	63
Chaffey	(Other)		14
Chaffey	(Other)	0	54
Chaffey	(Other)	1	117
Chaffey	Flat/apartment		33
Chaffey	Flat/apartment	0	256
Chaffey	Flat/apartment	1	242
Chaffey	Semi-detached, row/terrace house, townhouse etc.		54
Chaffey	Semi-detached, row/terrace house, townhouse etc.	0	316
Chaffey	Semi-detached, row/terrace house, townhouse etc.	1	354
Chaffey	Separate house		359
Chaffey	Separate house	0	2573
Chaffey	Separate house	1	9201
Cheltenham		0	11
Cheltenham		1	52
Cheltenham	(Other)		3
Cheltenham	(Other)	0	7
Cheltenham	(Other)	1	27
Cheltenham	Flat/apartment		41
Cheltenham	Flat/apartment	0	288
Cheltenham	Flat/apartment	1	738
Cheltenham	Semi-detached, row/terrace house, townhouse etc.		112
Cheltenham	Semi-detached, row/terrace house, townhouse etc.	0	1019
Cheltenham	Semi-detached, row/terrace house, townhouse etc.	1	2685
Cheltenham	Separate house		244
Cheltenham	Separate house	0	2031
Cheltenham	Separate house	1	7902
Colton			3
Colton		0	5
Colton		1	38
Colton	(Other)	1	11
Colton	Flat/apartment		63
Colton	Flat/apartment	0	410
Colton	Flat/apartment	1	1197
Colton	Semi-detached, row/terrace house, townhouse etc.		74
Colton	Semi-detached, row/terrace house, townhouse etc.	0	491
Colton	Semi-detached, row/terrace house, townhouse etc.	1	2051
Colton	Separate house		147
Colton	Separate house	0	1539
Colton	Separate house	1	7512
Croydon			7
Croydon		0	3
Croydon		1	25
Croydon	(Other)	0	8
Croydon	(Other)	1	44
Croydon	Flat/apartment		31
Croydon	Flat/apartment	0	228
Croydon	Flat/apartment	1	625
Croydon	Semi-detached, row/terrace house, townhouse etc.		131
Croydon	Semi-detached, row/terrace house, townhouse etc.	0	916
Croydon	Semi-detached, row/terrace house, townhouse etc.	1	2947
Croydon	Separate house		226
Croydon	Separate house	0	1689
Croydon	Separate house	1	6911
Davenport			3
Davenport		1	10
Davenport	(Other)		3
Davenport	(Other)	0	23
Davenport	(Other)	1	40
Davenport	Flat/apartment		6
Davenport	Flat/apartment	0	81
Davenport	Flat/apartment	1	244
Davenport	Semi-detached, row/terrace house, townhouse etc.		68
Davenport	Semi-detached, row/terrace house, townhouse etc.	0	75
Davenport	Semi-detached, row/terrace house, townhouse etc.	1	399
Davenport	Separate house		133
Davenport	Separate house	0	741
Davenport	Separate house	1	10284
Dunstan			6
Dunstan		0	3
Dunstan		1	42
Dunstan	(Other)		3
Dunstan	(Other)	0	4
Dunstan	(Other)	1	42
Dunstan	Flat/apartment		54
Dunstan	Flat/apartment	0	460
Dunstan	Flat/apartment	1	1954
Dunstan	Semi-detached, row/terrace house, townhouse etc.		93
Dunstan	Semi-detached, row/terrace house, townhouse etc.	0	603
Dunstan	Semi-detached, row/terrace house, townhouse etc.	1	3466
Dunstan	Separate house		138
Dunstan	Separate house	0	1072
Dunstan	Separate house	1	6707
Elder			7
Elder		0	4
Elder		1	52
Elder	(Other)	0	4
Elder	(Other)	1	4
Elder	Flat/apartment		57
Elder	Flat/apartment	0	498
Elder	Flat/apartment	1	1259
Elder	Semi-detached, row/terrace house, townhouse etc.		137
Elder	Semi-detached, row/terrace house, townhouse etc.	0	1047
Elder	Semi-detached, row/terrace house, townhouse etc.	1	3335
Elder	Separate house		167
Elder	Separate house	0	1396
Elder	Separate house	1	6753
Enfield			11
Enfield		0	12
Enfield		1	30
Enfield	(Other)	0	10
Enfield	(Other)	1	27
Enfield	Flat/apartment		57
Enfield	Flat/apartment	0	348
Enfield	Flat/apartment	1	771
Enfield	Semi-detached, row/terrace house, townhouse etc.		137
Enfield	Semi-detached, row/terrace house, townhouse etc.	0	933
Enfield	Semi-detached, row/terrace house, townhouse etc.	1	2407
Enfield	Separate house		212
Enfield	Separate house	0	1602
Enfield	Separate house	1	7858
Finniss			5
Finniss		0	12
Finniss		1	49
Finniss	(Other)		10
Finniss	(Other)	0	40
Finniss	(Other)	1	63
Finniss	Flat/apartment	0	89
Finniss	Flat/apartment	1	124
Finniss	Semi-detached, row/terrace house, townhouse etc.		39
Finniss	Semi-detached, row/terrace house, townhouse etc.	0	264
Finniss	Semi-detached, row/terrace house, townhouse etc.	1	468
Finniss	Separate house		290
Finniss	Separate house	0	1961
Finniss	Separate house	1	10149
Fisher			7
Fisher		0	5
Fisher		1	9
Fisher	(Other)	1	9
Fisher	Flat/apartment		16
Fisher	Flat/apartment	0	111
Fisher	Flat/apartment	1	167
Fisher	Semi-detached, row/terrace house, townhouse etc.		29
Fisher	Semi-detached, row/terrace house, townhouse etc.	0	307
Fisher	Semi-detached, row/terrace house, townhouse etc.	1	585
Fisher	Separate house		168
Fisher	Separate house	0	926
Fisher	Separate house	1	10517
Flinders			12
Flinders		0	21
Flinders		1	57
Flinders	(Other)		16
Flinders	(Other)	0	86
Flinders	(Other)	1	153
Flinders	Flat/apartment		14
Flinders	Flat/apartment	0	176
Flinders	Flat/apartment	1	201
Flinders	Semi-detached, row/terrace house, townhouse etc.		48
Flinders	Semi-detached, row/terrace house, townhouse etc.	0	329
Flinders	Semi-detached, row/terrace house, townhouse etc.	1	456
Flinders	Separate house		288
Flinders	Separate house	0	2041
Flinders	Separate house	1	8667
Florey		0	4
Florey		1	24
Florey	(Other)	0	8
Florey	(Other)	1	18
Florey	Flat/apartment		14
Florey	Flat/apartment	0	105
Florey	Flat/apartment	1	332
Florey	Semi-detached, row/terrace house, townhouse etc.		46
Florey	Semi-detached, row/terrace house, townhouse etc.	0	411
Florey	Semi-detached, row/terrace house, townhouse etc.	1	809
Florey	Separate house		229
Florey	Separate house	0	1350
Florey	Separate house	1	8914
Frome			8
Frome		0	18
Frome		1	80
Frome	(Other)		18
Frome	(Other)	0	29
Frome	(Other)	1	94
Frome	Flat/apartment		14
Frome	Flat/apartment	0	117
Frome	Flat/apartment	1	71
Frome	Semi-detached, row/terrace house, townhouse etc.		42
Frome	Semi-detached, row/terrace house, townhouse etc.	0	494
Frome	Semi-detached, row/terrace house, townhouse etc.	1	460
Frome	Separate house		274
Frome	Separate house	0	2771
Frome	Separate house	1	9462
Giles			15
Giles		0	23
Giles		1	66
Giles	(Other)		6
Giles	(Other)	0	24
Giles	(Other)	1	40
Giles	Flat/apartment		31
Giles	Flat/apartment	0	197
Giles	Flat/apartment	1	227
Giles	Semi-detached, row/terrace house, townhouse etc.		150
Giles	Semi-detached, row/terrace house, townhouse etc.	0	1255
Giles	Semi-detached, row/terrace house, townhouse etc.	1	2228
Giles	Separate house		215
Giles	Separate house	0	1793
Giles	Separate house	1	6511
Goyder (SA)			5
Goyder (SA)		0	18
Goyder (SA)		1	48
Goyder (SA)	(Other)		12
Goyder (SA)	(Other)	0	63
Goyder (SA)	(Other)	1	133
Goyder (SA)	Flat/apartment		7
Goyder (SA)	Flat/apartment	0	84
Goyder (SA)	Flat/apartment	1	83
Goyder (SA)	Semi-detached, row/terrace house, townhouse etc.		18
Goyder (SA)	Semi-detached, row/terrace house, townhouse etc.	0	219
Goyder (SA)	Semi-detached, row/terrace house, townhouse etc.	1	162
Goyder (SA)	Separate house		276
Goyder (SA)	Separate house	0	2881
Goyder (SA)	Separate house	1	9347
Hammond			11
Hammond		0	22
Hammond		1	63
Hammond	(Other)		6
Hammond	(Other)	0	69
Hammond	(Other)	1	110
Hammond	Flat/apartment		13
Hammond	Flat/apartment	0	52
Hammond	Flat/apartment	1	59
Hammond	Semi-detached, row/terrace house, townhouse etc.		48
Hammond	Semi-detached, row/terrace house, townhouse etc.	0	442
Hammond	Semi-detached, row/terrace house, townhouse etc.	1	569
Hammond	Separate house		297
Hammond	Separate house	0	2464
Hammond	Separate house	1	9171
Hartley			10
Hartley		0	3
Hartley		1	33
Hartley	(Other)	1	3
Hartley	Flat/apartment		64
Hartley	Flat/apartment	0	487
Hartley	Flat/apartment	1	1394
Hartley	Semi-detached, row/terrace house, townhouse etc.		82
Hartley	Semi-detached, row/terrace house, townhouse etc.	0	522
Hartley	Semi-detached, row/terrace house, townhouse etc.	1	1908
Hartley	Separate house		182
Hartley	Separate house	0	1730
Hartley	Separate house	1	7886
Heysen			3
Heysen		0	3
Heysen		1	26
Heysen	(Other)		4
Heysen	(Other)	0	25
Heysen	(Other)	1	57
Heysen	Flat/apartment	0	36
Heysen	Flat/apartment	1	60
Heysen	Semi-detached, row/terrace house, townhouse etc.		9
Heysen	Semi-detached, row/terrace house, townhouse etc.	0	71
Heysen	Semi-detached, row/terrace house, townhouse etc.	1	174
Heysen	Separate house		179
Heysen	Separate house	0	1150
Heysen	Separate house	1	10832
Kaurna			4
Kaurna		0	8
Kaurna		1	51
Kaurna	(Other)		6
Kaurna	(Other)	0	26
Kaurna	(Other)	1	37
Kaurna	Flat/apartment		20
Kaurna	Flat/apartment	0	160
Kaurna	Flat/apartment	1	493
Kaurna	Semi-detached, row/terrace house, townhouse etc.		27
Kaurna	Semi-detached, row/terrace house, townhouse etc.	0	210
Kaurna	Semi-detached, row/terrace house, townhouse etc.	1	600
Kaurna	Separate house		264
Kaurna	Separate house	0	1321
Kaurna	Separate house	1	10881
Kavel			4
Kavel		0	32
Kavel		1	48
Kavel	(Other)	0	9
Kavel	(Other)	1	26
Kavel	Flat/apartment		5
Kavel	Flat/apartment	0	39
Kavel	Flat/apartment	1	55
Kavel	Semi-detached, row/terrace house, townhouse etc.		19
Kavel	Semi-detached, row/terrace house, townhouse etc.	0	190
Kavel	Semi-detached, row/terrace house, townhouse etc.	1	303
Kavel	Separate house		189
Kavel	Separate house	0	1394
Kavel	Separate house	1	11008
Lee			7
Lee		0	6
Lee		1	26
Lee	(Other)	0	5
Lee	(Other)	1	21
Lee	Flat/apartment		39
Lee	Flat/apartment	0	356
Lee	Flat/apartment	1	978
Lee	Semi-detached, row/terrace house, townhouse etc.		113
Lee	Semi-detached, row/terrace house, townhouse etc.	0	941
Lee	Semi-detached, row/terrace house, townhouse etc.	1	3020
Lee	Separate house		168
Lee	Separate house	0	1377
Lee	Separate house	1	7208
Light		0	9
Light		1	35
Light	(Other)		3
Light	(Other)	0	12
Light	(Other)	1	26
Light	Flat/apartment		9
Light	Flat/apartment	0	58
Light	Flat/apartment	1	70
Light	Semi-detached, row/terrace house, townhouse etc.		60
Light	Semi-detached, row/terrace house, townhouse etc.	0	512
Light	Semi-detached, row/terrace house, townhouse etc.	1	925
Light	Separate house		212
Light	Separate house	0	1518
Light	Separate house	1	10371
Little Para			5
Little Para		0	5
Little Para		1	17
Little Para	(Other)		3
Little Para	(Other)	0	5
Little Para	(Other)	1	31
Little Para	Flat/apartment		23
Little Para	Flat/apartment	0	179
Little Para	Flat/apartment	1	146
Little Para	Semi-detached, row/terrace house, townhouse etc.		185
Little Para	Semi-detached, row/terrace house, townhouse etc.	0	1363
Little Para	Semi-detached, row/terrace house, townhouse etc.	1	2235
Little Para	Separate house		255
Little Para	Separate house	0	1692
Little Para	Separate house	1	8609
